product_id,winsorize,features,RMSE,MAPE,Overfit_Score,method
P16,False,PRO28276_org,202041.68026549785,1.5032279039023042,,walkforward
P16,False,PRI27276_org,131002.54233280124,1.1607853595204012,,walkforward
P16,False,PRO28826_org,150177.5253650888,0.6753481935336938,,walkforward
P16,False,"MAB_ELE_PRO756, PRO28276_org",176204.97336340335,1.0489842935474394,,walkforward
P16,False,"MAB_ELE_PRO756, PRI27276_org",224115.79558229708,1.9495972022652315,,walkforward
P16,False,"MAB_ELE_PRO756, PRO28826_org",152615.57259502637,1.1230221379891747,,walkforward
P16,False,"PRO28276_org, PRI27276_org",206322.59919723132,1.550379507900954,,walkforward
P16,False,"PRO28276_org, PRO28826_org",341723.26756357535,1.7404872462221062,,walkforward
P16,False,"PRI27276_org, PRO28826_org",142940.17857545844,1.2459016643500183,,walkforward
P16,False,"MAB_ELE_PRO756, PRO28276_org, PRI27276_org",239673.99363390508,1.714932032193304,,walkforward
P16,False,"MAB_ELE_PRO756, PRO28276_org, PRO28826_org",395747.13060546486,1.650129815822457,,walkforward
P16,False,"MAB_ELE_PRO756, PRI27276_org, PRO28826_org",230378.91315368464,1.9928473660415993,,walkforward
P16,False,"PRO28276_org, PRI27276_org, PRO28826_org",441805.7817895754,2.4895099637846476,,walkforward
P16,False,"MAB_ELE_PRO756, PRO28276_org, PRI27276_org, PRO28826_org",457144.56851053616,2.7541585592041646,,walkforward
P20,True,MAB_ELE_SHP250,2433.653924645911,1.0308165613044442e+18,,walkforward
P20,True,PRO271000_org,2263.994155619191,4.448907055989548e+17,,walkforward
P20,True,PRO27250_org,2345.6881534434374,9.843956814841423e+17,,walkforward
P20,True,PRO28392_org,2391.878825188456,1.0368146726290651e+18,,walkforward
P20,True,"MAB_ELE_SHP250, PRO271000_org",2297.3479058266676,5.445383008380251e+17,,walkforward
P20,True,"MAB_ELE_SHP250, PRO27250_org",2778.970332919873,1.1044584614344552e+18,,walkforward
P20,True,"MAB_ELE_SHP250, PRO28392_org",2432.292986541396,1.0170122690666088e+18,,walkforward
P20,True,"PRO271000_org, PRO27250_org",2240.260720092768,2.710065629919955e+17,,walkforward
P20,True,"PRO271000_org, PRO28392_org",2223.336233115754,2.641413424453151e+17,,walkforward
P20,True,"PRO27250_org, PRO28392_org",2363.703617900433,9.972750188923759e+17,,walkforward
P20,True,"MAB_ELE_SHP250, PRO271000_org, PRO27250_org",2600.528801334816,3.428352876540067e+17,,walkforward
P20,True,"MAB_ELE_SHP250, PRO271000_org, PRO28392_org",2243.0460006262115,3.980233282494853e+17,,walkforward
P20,True,"MAB_ELE_SHP250, PRO27250_org, PRO28392_org",2775.252107362717,1.079922796949028e+18,,walkforward
P20,True,"PRO271000_org, PRO27250_org, PRO28392_org",2203.1225023638067,1.3561799540713208e+17,,walkforward
P20,True,"MAB_ELE_SHP250, PRO271000_org, PRO27250_org, PRO28392_org",2485.734312987182,7.317534323467485e+16,,walkforward
P20,False,MAB_ELE_SHP250,2437.473233727781,1.0356692244113541e+18,,walkforward
P20,False,PRO271000_org,2266.8590771754793,4.466434114003084e+17,,walkforward
P20,False,PRO27250_org,2346.636185373734,9.892231920240888e+17,,walkforward
