product_id,winsorize,features,metrics,method,best_params,validation_predictions
P6,False,"['PRO27840_org', 'PRO27276_org', 'RohCRUDE_PETRO1000_org']","{'RMSE': 0.5974510689768012, 'MAPE': 49.560644898547785, 'R2': -1.1825463955799926}",walkforward,"{'nb_filters': 16, 'kernel_size': 2, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0.1, 'return_sequences': False}","[-0.7536576, -0.6319773, -0.3721999, -0.5463982, -0.6691273, -0.15547836, -0.7051902]"
